id,text,sentiment
52460306f4,"http://twitpic.com/4j9x4 - lmao, it`s true",1
a13175162b,just relax,1
d0d314cdd7,Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i`m a sucker for these really lol shh,1
a2bc5989f0, that was funny! LOVED IT! I almost fell for it. Haha,1
0b833a3757,  to mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u my love...  #twpp,0
f49c1ebb53,Happy Mother`s Day! It will be a good day,1
d6bf437268, I scare you? No!,0
8cd15600d6,"I wonder if she knows how shallow, airy & dumb her tweets make her sound. I guess not b/c if she did...she`d probably stop",0
3286f70986,  have funnn!,1
62de115bd2,"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",1
082b083743," Uhhh.. not yet, maybe my DM inbox is just slow. I`ll let you know when it shows",0
ba1a8153da," I`m game, too bad your leaving HI!",0
644d75676e,Oops that would be #edaust09,0
135fd70ca5,just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,1
d83fc13c67,_aguirre  not going anywhere & when my book finally gets hre It will be cool 2 know wht Butch looks lk..LOL It was going in mail tdy,1
b5167d5a96,Feels like im going to cough up a lung,0
9662de1204,Attempting to sleep. My puppy is sick already,0
af053b89f1,you know what it is to see people you love most in his country and could not get closer?,1
573c308e82,  I appreciate you,1
dfaddf99bb,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,0
17f7bfec8c,_Seattle I totally 4 got about Golden Girls that is a gr8 Show,1
824186c80e,Fighting a migraine   Medication is almost working.,1
c7030fa1f4,"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal.",0
93b9059afe,feels ****! and feet are aching  need my beeeeeddddddd!!!,0
d3d7a456da, its not just you - its properly dragged this week,0
c114d68acc, whoa steady there mate don`t fall down,1
8c733874c0, hehe i found ya,1
cc2d2f545f,Aww.. I lost 3 followers.  FOLLOW ME !,0
d2f62241b7, Thanks for the followfriday recommendation! We`re actually at @_careerbuilder_ though!,1
3ce92de734,I don`t like waiting,0
ee51d32074,would some one plese suggest me a great thriller movie,1
dba147c9f9,i just wanna say happy mother`s day to all the mommy`s out there,1
7acf16e8c4,_fann coming up! Sowwy!,0
1c780a6f6e, think so but my boss is in Switzerland all week. going when she returns  ira gonna be awesome,1
8f65a41e73, well keep me posted if it comes out fully thanks,1
c58cd47886,Not feelin right. Hope the feeling passes. Stupid stomach.,0
6c27eda4d9, Oh yea! I didn`t think it was open yet! They took over Ben & Jerry`s.  I loved that place.,1
4c60d96a1a,wish i was 17 again,1
de3833a81d,Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,0
3feef9c259,at work and it sucks big time,0
be8e327d50,tried to swat a fly with my Buddhist magazine... bad karma,0
53c976b0ea, at home  im so lonely here...,0
36a0a476c5,Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,1
19f646f64a, ****! I`m already thinking about all the shows I`m going to have to miss because I`m broke.,0
eb9b4d2431, Big Thanks Melody!  Gotta love that sunshine-lots of vit D,1
561b44a42f, have a safe trip joshy poo.......you`ll knock them dead at your speech,1
55c8ed0f8f, being sunburnt is horrible,0
f828209cc9,Sometimes people never learn to shut up and stop talking ****,0
490406641c,Just got a bunch of presents in the mail from my mama! So excited to open them on my birthday... 3 more days!,1
f753d30b38,Has been underpaid  just when i really didn`t need to be as well.,0
93c1545823," **** - that`s sad, then... I haven`t heard the new one yet. Sounds like I`ve been spared a tragedy.",0
c1f3197a61,Thanks to:      New followers!,1
3578ec042e, haha calm down. Youll get ur shades. I`m still sick tho. So I`ll prolly knockout after,0
0ee56267e0," ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",0
c834d840d2,Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.,0
dda1d7a9e3,in class sick and hungry,0
00c007188e, thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...,0
88e80f3743," Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz).",0
3af39d5f1c,"Really Wish i could see dave from  again, missing him already",0
dce8eb94fa,The first time all week I can play WoW and I get stuck at 'authenticating'.,0
e027169ec6,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",0
b10bbcb16a,Happy Mother`s Day to all the mamas out there,1
1981e74a66, Hahahahahahahaha hope so.. I hope you`ll like it,1
a1847c4311," ah, ok  thank youuuuuu!",1
f583e73557, I think I like them all.  http://bit.ly/lzRPC,1
57a6bee5cd,_richards sorry to be the bearer of bad news.,0
baf6356897, oh good luck on the movie,1
6d54f86e09,lol thats the highlight,1
8519bcc3f1,I guess I am too freaky for followers.,0
14d8f19c12,why do i have to wake up so early goddam?! 7.30 on my last day off  bummer,0
8106d4c6fa,        _beckett Thanks so much !,1
4a2da853aa,is saddened by Husker Access...no internet!,0
3f9e322af8," Oh same here, can`t believe they killed him off!  Hate Stringer now!",0
f38be04eb2,So glad its friday! Only 1 week of schol left.  im glad its almost summer though.,1
9fb6325db3,Aww I have a tummy ache,0
c78383dabe,im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo,0
b9c6bd594d,"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",0
cf263d2c3c, Chocolate with peanut butter. One of my favorite combonations,1
eb27647ac5,"always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!",0
69b6e96b7e,Ugh sittin at work waiting for the carpets to be cleaned.  I was suppose to be out by 7,0
831e0978b3,Computer remains dead,0
1f66bcf0f3,yay it`s friday... hold on I have to work tomorrow,1
9f31e1831c,Studying like crazy in hopes of acing all of my exams!!!!!,1
2e56c6a83e,Truly sad... My cheap little camcorder just shot craps.....,0
f56fb2df3c,Everyone we have another hater  ,0
467590efd6,It`s Friday... But its only Friday morning. Ugh.,0
2cc6d6b3e6,I need a break! I NEED KITKAT! haha!,1
d4a79cd36a,I lost my voice,0
d3c5e838e2,"TGIF, too bad the weather sucks...",0
83f805343a,_Diva_Dee26 teehee Im glad to entertain ye,1
46ffb6bd0e, i think you should follow me. as i only have on follower. stalk me please,1
e6eb0f8e54,Ok that **** duet was hysterical LOL,1
89e7895985,"**** - Apple store is down for updates... what`s coming, I wonder?",0
2ffa136acd,_cunning I gotta go to my cousin`s grad party,1
c1ccec468f,watching americas next top model yah haha,1
aac1cc6fd4,Also with the not driving part i could afford a laptop. Also living with a roommate i would save even more,1
e8f48259a8,"Especially hard to get out of bed with myself this morn Cuz I`m hot  , Now running late stuck in front of the mirror checking Myself Out",0
64381fbdd4,Roommate is sssnoring :/ And my throat is so dry,0
98f25bc596,mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR,0
19cc8138fd,One more thing 'Shattered' is an amazing song by O.A.R.,1
d68d87da7b,well.. all my slacking off earned me a D and a C   but at least everything else are A`s and B`s ^^  next school year all B`s and A`s Esh!,1
29482e6966,"Depressing day today, have to pack as leaving ridiculously early tomoro.",0
f497495e23,Lovely walk this morning with the missus; drizzle didn`t matter,1
f9ba6a4487,back from the yoga retreat. I recommend this to everyone,1
1eeef4c2e4,Happy Mommy Day,1
18bb683c37, thats great I`ll make sure I get a copy,1
d18a58850f, Wish I could go. Gotta work.,1
a7995f1950,  no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!,0
95e12b1cb1,  He`s awesome... Have you worked with him before? He`s a good friend.,1
af7b55a3da,phones about to die  ttfn!,0
320a6e56fc,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),0
8dee9a95f0,DotA is an addiction...i waste 6-7 hours playing dota,0
e60af289e5,The 22nd can`t get here fast enough!,0
3ed1480471,wonders if anyone would care if she died tomorrow,0
ca77a6fba2,"had an answered prayer which caught me by surprise. LORD, you are amazing!",1
078b6686ea,"Moving: nothing accessible. Camera broken, kitchen stuff in boxes, no internet.  Makes it hard to cook or blog.  get me to brooklyn!",0
4ec08d0329,Last day I`m LA. I am so so sad,0
8a634ceeb5," Awwwww, i`m sorry",0
9d63309e7c,So bummed that I can`t see LTJ in June  hoping for a UK yoke soon,0
6656671867,Did you guys figure out Saturday? I really wanted to go but my mom is sick so I have to take her to the hospital in Tampa,0
f87e40a91b,"i really want to marry leighton meester. ****, can`t take my eyes of her.",0
d7667a8688, *bows* glad to be of service,1
b854daaaf8,I think Steph will enjoy her first Mother`s Day tomorrow.,1
82369ff2a2, URGHHHHHHHHHH your makeing me cry,0
80e9ce3e2d," are you giving up on me  oh well. It`s not the counting, it`s the math and the weighting (or lack of) that doesn`t make sense.",0
956c294ddf, boo! I must`ve deleted it from my phone!  can`t find it in my emails either!,0
8c3029c7b7,Yes man was good,1
448813cc8f,being at work while sick blows! kill me. i feel like ****,0
4e1101e520,Its weird being at the guy`s house without them here. I don`t like it,0
9fe798ecfe,is not liking the online livebox right now. Internet is dead.,0
b99e1476e6,... A kidney stone. Really?? Ugh  http://tinyurl.com/qsw9vq,0
3813638fd5,"bored , cleanin the house",0
086a1d96ed,I need to play inFamous... Where`s a free Blockbuster rental coupon when you need one? I miss that Coke Reward,0
dfa577d3c1, Thanks Ennio,1
b5da09a0f6,My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that`s all i wanted for my birthday,0
734413d797,great night! great peolple!,1
97ea0541cd,Thing always end up going bad,0
d7eff05eb3," Ooooh, I`m jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",0
4a0fdcd770,i was too slow to get $1 Up tix,0
e989780e68," my lil sister Charese, her best friend passed today",1
6a2322cc3d," Kev, **** off! I`m stuck in Westgate working",0
abcb83a4c1," I know! I can`t go either...it`s sad  She needs to come back to MI asap, haha",0
9e1c37409e,enjoying my Bank Holiday  Just had a meeting with the real estate agent who will offer our Amsterdam apartment for rent,1
17e600f3b6,working again today  but off tomorrow for dan`s party! yay!,1
e74e47df4c,I Wish i was still in Cornwall - i miss my auntie`s dogs,0
9e925084fe,OUCH! my earphones just shocked me,0
b4024682ca,"  hope you guys are having fun!  Can`t wait for ya`ll to be back, Wilmy isn`t the same without you",1
179a4f56b8," OK David, talk later  Have a great dayyyy ay ay ay ay",1
18c5dac2df,Is on her way home  aloha and good night everyone!,1
5572972d36,about to rehearse...starving!!!,0
153027be1c, wheres the music mannnn!!?? my inbox is still empty,0
c251de9d23,urban think fail. chai latte is not good there,0
f191893c0e,Already misses the Dunhams.,0
d9f7bd1045,Ow. Sunburn hurts!,0
f9b1a131e7,"wow my grandma passed away....I`m too sick to even think, I know she`s in a better place now",0
bd3145be68,Oh dear. Sunburned back,0
d7468072f9,I hope they re-run this nerdprom later-  sounds like they`re having LOTS of fun.  Thanks all for the play-by-play,1
4a726e9eba, he thinks he`s a gangsterrr  his **** don`t even fit in G Unit. & I know :| ))))),0
fe9add80f6,**** i hate when the strawberries run out in my special K,0
9ec0bbb603,can`t stop smiling  i`m in the best mood right now!!!!!,1
e654323097,I am so jelz. I want a house. >,0
d02afbb9af, it was ok. Cute @ times.,1
9b95638e5b," I do feel bad for him too. Especially na ngayon pa siya nagrerehab siya and all. Wrong timing. Still, maybe he had it coming",0
6ea1335af4,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,0
18d8cfa696,what a fantastic saturday,1
24d37f9ba7,     my bracelet broke today too.,0
5047df4e16, thanks,1
d02b6e32c7,"In the UK with no phone service  oh yea and still sick (cough, sniff)",0
c1d97e450f," I`m stuck in a try-to-merge-two-tools CSS hell, so no help from frameworks  Unless both tools had already used the same framework",0
ba0fc4be4d,Wishing all the Mama`s out there a very Organic Happy Mother`s Day,1
70581b1ef7,"Goodnight. Actually, great night. Seeing Daniel tomorrow!",1
ffd1493f11, gah! no money..... at least not for bakugan,0
aa41137950,wtf my pic isn`t showing,0
6d7cbe3da9,  I`m @ work and missed everythin yesterday but don`t know wot? Anybody,0
654c87ea8b, well we aren`t normal then because 1. we can`t drive in mexico (you have to be 18) and 2. there are no dairy queens here,0
f5dd26cb38, omfg I have been DOWNING them they are so tasty. I ate almost all of them with Lo,1
7bd0ff5c7f, I`ve got 18 yr @ home & 26 out the house & they`re always here! AND they bring FRIENDS! WHY?  Hope you have a blessed Day!,1
c1512932c1, Soooo happy your back!,1
bcbff1c073,Goodnight peoples!,1
562ff532c7,Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,0
37e25e8a0d,Jus sittn here thinkin....wow yo my boy is really gone! Smh yo! Its bout to be 3 weeks on Sunday!  R.I.P VON,0
6adf265914, wish  was coming too  I guess we can make time for you though if we have to ;),1
d59345eded,happy mothers day to all the beautful mums.,1
6974f1f38b,Back in Athens! Had great time in Budapest,1
656e4dfa55,Sam can go shoot her self.,0
3a21288112,Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,1
6eaf827d88, re: the job ... still waiting my friend. Thanks for asking  * I just need a little ... ;) * ? http://blip.fm/~5jehr,1
4f3c295673,Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!,0
37227c0dbf,"Oh, **** me. I`ve just returned from the Supermarket Of Doom to find that I have nothing to drink here.",0
919f8faa15," Oh how cool!!!, ok so for your head just laydown and put ice on it, that should heep the swelling down, I feel really bad",0
3d0df33cbb, Bad rum experience in college - still haven`t recovered,0
9d99a1e28d,mcfonalds roulette i i lose. they forgot mygrilled snack wrap,0
57a839c100,With sean s. watching house of a thousand corpes,0
3819735b05," OMG! Taylors in London! Your near Scotland, please come visit Glasgow",1
9376ee9179, im good! im on my laptop using and external internet plug. i need to send it away to be fixed,1
00248197c5, Im in so deep its disgusting. I would even take a LITTLE help. BUt alas i sense it will never happen . . .,0
5fd190eb47," dude, come on... at least rotate that ****!",0
1939525eec,"Oh man, I feel sick. As in I might have contracted a cold... maybe from the kids` slobber on Thursday",0
d775fb0a22, maybe i`ll go one day and thanks i`m all swined out,1
99cd70b2ce, oh how i wish there were chick a filas by me  i`m definently jealous.,0
2b049dbcb1,With  walking the streets of Harlem. Home sweet home,1
e0ef3a78fc,mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,0
32b129dc3f,says Happy Mother`s Day to all the Moms out there.,1
14457664da,arrghh stupid eczema      i have to go soon. sort it OUT! :/,0
f11843720f,I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,0
5da55949f3, I`m bummed...you`re gonna be only 30 minutes from me on Sunday & I can`t come hear ya.,0
688e58880b, me and dee mack talking about your baby!  She`s almost all grown up!,1
dd83d2ff8f,lol i cant drink!!,1
0addccf1b5,"humm.... I adore Mark #hoppusday ,so I`m just going to throw it out there #hoppusday....... have a nice #hoppusday people!!",1
7d1bfbddde,i`m so sick   bad throat and the WORST toothache.  good thing i work in a pharmacy.  load me up with drugs!!,0
cf240ef11f, ha! you`re right...I know you`re right.,1
835027a4f7," Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!",1
be5fd8832f, SIGH  How are you?,0
3f7789a133, thanks for the follow! The love of your life is adorable,1
3a42bc3485,spending some quality time with my fender tele deluxe...true love,1
a455c0507b,I wanna go to the extra show really bad,0
6353181ff8,"Once again, I`m dealing with cancer in my direct family. Bugger  Cancel sucks!",0
0f38216066," Good to see you hear as well, Andy!",1
40b38aa1bf,Rainy day today.  No car so we`re stuck in the house   I needed to go to the post office too...bastards,0
77338f26c5,i jus love doin night shifts...will be done in an hour,1
cbed06918f,Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won`t reply me  <333 Maria,1
d32efe060f,i wanna leave work already! Not feelin it 2day,0
8defc498d5,missin my bro..,0
e0344c471a,"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe..",0
7a78bcf308, awwwh u stuck in traffic  booo!,0
45cb1d1717, i cant afford it  go to school here ? !!,0
eb92578d33,Why are some guys so stupid? They have no idea what to do with a good girl who actually cares about them..so sad,0
e8d6e59aed," lol liking your style Alice tell him you`ve got standards to maintain lol, it`s national Cork girls go wild in london week",1
a6b7af3705, yeah unfortuantley  Sam hanks **** bowl that he like rolled along the floor got me out  grr,0
0d472addb7, Swine Flu victims unite  http://oinkflu.info,0
f516755b5a, Poor you. I`m off on Bank Holiday Monday today too,0
ab149f0093, - I will help  not sure how when i`m alllll the way over here haha but i can try  have alot of free time right now haha,1
13e1519ce3,"  good as, cya in melbourne",1
db63f19e59, yaaay for u cleaning ur room. I said hi to u the other day & u didnt write me back,0
886522c33a,Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8,1
b547b0219e," its funny, I didn`t even know it was there!",1
819056fab6,I`m feeling so weak and tired from seating down in front of the pc. I really need to study for my HA long quiz.,0
bd36808ea3,"It started out so lovely this morning, now looks like it`s gonna chuck it down",1
dc5bf4911c, http://twitpic.com/3bnas - oh my god! you`re adorable! ilove you so much  you are my inspiration Nick!,1
2c8507f3eb,Is tired! And is gonna go to bed now!,0
e76d98f88b,Chicken beer and good company makes a good night...,1
43713acd68,happy mothers day to all..,1
41d9fad711," -- No fair, I want a sticker but I just moved away from London",0
23efa13d7c,happy mommah`s day to your moms  http://plurk.com/p/stqya,1
f5b2b40c51,Sick daddy  send prayer his way,0
014c65b878, apparently!  Haven`t tried the site tho. Maybe will get better results.,1
4809e143db,yeah so Prom Night is now the Craft (good movie),1
857866a830,Dakota just had a her first bath since being spayed... She was in Heaven!,1
ef7149efd3,People are people...nooooo? Id never have guessed tht...idiot..im grouchy now,0
84b16930d0,Head is throbbing from lack of sleep and still have mucho work. Doesn`t feel like a Friday,0
c930716002," Happy Friday! Do u know how I can get a copy of the BT art u did on Mel`s fake Twitter? I`m n it, but can`t find it now.  THX",1
034335a913," I asked mum bout going out tommorow, she laughed in my face lmao",0
aa70fa3751,"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL",0
567df90034, unless absolutely gorgeous I`d rather men stayed covered up! Have seen sights today to put you off your food.......  #ukpubs,1
95a8a2f0dc, i`m sorry your day wasn`t so good  does it make you feel better to know you`re beating oprah on ms twitterworld?,0
a439c1e25c,"_at_work agree totally, think though if we can take a point off Everton and Liverpool beat Man City we are happy days",1
d8fabc4d21,My aim is not working due to network problems,0
15892f296d,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,1
77a183021d, i miss you too,0
bb28798313,Burning time at wacha,0
4ead488f3e,i waited too long to buy pink tickets!  now we`re going to be in nose bleed!!  how sad  we`re taking binoculars...,0
b94d976041," and aww and HEEE. nicely done, your weekend guest! *approves a lot*",1
dd4ea5027a, Gotta love skype! Make sure you get their new update!,1
38c94c08b8,I`m back from my first 5K running race   And still alive!,1
898d06563e, oh no.  hope you feel better soon. Hugs. I had flu earlier this month.,1
ff7126ea72,"gawww, why is facebook being so slow?",0
dfa45c9333,Omigoodness I feel like a popsicle,1
bf609ae43c,Covering my portfolio to send to my *dream job* in ny! Send good vibes!,1
90162f9656,Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how **** my work is,0
eaf0dc067f,"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!",1
aa8402bcba, Are you in Galbladia Garden? That **** is hard.,0
4702ea7cfb,I`m feeling pretty energized & ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.,1
8d67a270fb,"my laptop broke, who wants to help a girl out and take me to best buy this weekend. please ill feed u.",1
88f5a606d9, Yay! Tell her I said congrats,1
95c7e19699, i cant wait to see you guys @ hq on sunday!!,1
368b76c534, now you`re scaring me.... can`t you just be mad? Don`t jip the world of your presence,0
88982cd998,17 Again was actually quite good considering...off to bed now. Long day tomorrow. June 12th...please come soon (but not too soon),1
d93f7cc65a,aleesha`s piggy died  she can`t catch a **** break man,0
2c8041e6ed," She must be able to tell we`re reprobates, despite your endorsement. She sounds pretty smart!",1
667e216a44, ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,1
8bfe09c2d3, I`m with you there - filing is so much less fun than sorting cos you still have to look at it & hunt down details,1
4044f7e33d,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics",1
1bc9031c89,wishes I could be the one going to our conference in the Bahamas next week,1
f4f97d8289,In children`s hospital ER hoping Meredith does NOT have a broken elbow/arm,1
71e80290b3,_Foster Still not working,0
4ec8acff3b,school then game oh joy  totally not lookin forward to this day,1
f32cda6b13,@ Nickchien _ i am happy to break my twitter virginity with you two.,1
462149c135,Someone stole my new laptop at the airport. haven`t even used it. Guess the US economy is breeding a new set of 'opportinists',0
ab92aa95b3,about to drink a hot chocolate  yummy.,1
2c28a84f1d,is very very tired  just want to sleep.  Stupid work getting in the way!!!,0
762b429364, Lucky you...my day has gone by with large amount of boredom...and a little stress. The detalis can get a bit gruesome,0
902c42e338, Yes...met Jon last yr at an interesting 'Questionning Agile' Agile 2008 session.  Don`t see him on this yr`s schedule.,1
e83b4e9bf0," you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy",0
964dc3d4fb,"So, what are you all doing? I`m eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar.",1
b975892590,Happy Mothers Day to all the mom`s around  Hope you have a wonderful day!,1
3c68f6963c," lol,  on blip.fm is not the  on twitter! i hate that song btw",0
2a5fb4cc78,I miss the Air Canada Centre and Andy Frost...,0
b847cde1dc, I am doing fantastic JJJ!  You? Doing your questions already? teacher`s pet!!,1
054cab6ce3,Was meant to go play cricket but can`t get a lift so I`m now stuck at home watching the Apprentice on a lovely day  http://ff.im/-3niD8,0
7900f25fbc, i`m not in the best financial situation myself at the moment. i`m beyond broke. my money is spend as soon as i earn it atm,0
89fe24a49a,Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.,1
ff2176fc9f,What`s with the mass exodus from work at half three?  It makes me sad,0
a1f34c6c29, yeah bit it is overheating a bit and the AC died.,0
9ff15d5ccf, that sucks!,0
089d57ef99, http://twitpic.com/4w06l - LOVE IT! U have a great job!!,1
3491ed5249," Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day",1
892c702906," Yep, I tolerate nothing in the facebook group",0
3f937bf4f0,"Happy Star Wars Day, may the 4th be with you  my lil` 12yr old bro is at home playing with a lego AT-AT and dozens of stormtroopers.",1
a2bbae6c4c, yup!  Now I can join in on the nin access fun!,1
51678dc9c3,Is heading to work n its freezing!,0
176e5e5aea, what happened? who`s the jerk!?,0
a5f4c19969,Noooooo worst news ever today my tattoo artist is moving omg what am I going to do!?!?!?!?,0
339ef3748a,"Chillin with my Family. We are getting tacos from Ochoa`s, they have the best food in all Washington county",1
e41986b2d9,is missing someone.. haayy..  http://plurk.com/p/x2avn,0
2ff50ab6a5, did you finish twilight? i did! and i wish it wasnt over,1
38eb9db45c, ive been there before  haha,1
1be7769340,my arms hurt!,0
1b8a0a7ceb,"And apparently I misplaced my iPod, the 30 gb",0
717bab358a,I am sitting at the computer eating grapes  it`s hailing outside! o: I MISS SUMMER.,0
57f97a9ac7," dont worry, i will. i HATE it when nobody comments on my pics",0
04db7e701e,really really wants to go and see Coraline.,1
4d8867a66a,  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,1
eda6389e34,  My Power was cut off  thats where i went,0
a71a8b1d77,watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,0
8d484d4f89,at work booo....,0
72d2f465a3,  ugh headache   i just wanna go home,0
2e57d38abb, It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,0
9d300f0f9a,just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,1
f85c7e5ead,"Ben & Jerry`s fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  ",0
2143ed1be2, Bad times for everyone  Whywhywhy do we have to write essays  No fair!,0
8ba332dbbd, we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,0
2a9f67da48,_cupcakes  sometimes plugging it into 240 can fix problems..,1
d31ef9886b," oh, joy. We have the Elmo potty video too.",1
e4a721ba63,Hey Tweeps...good morning. Wussup America...Talk to me tell wut`s on ur mind..,1
4ba0e88523,love the sweet g`nights every night,1
aeda353591,I raced her once. I totally lost  RIP  http://tinyurl.com/lhgca8,0
f837a046a9,"_grant  Hey Donna, lovely to see you on Twitter.",1
9b2b40dda6,"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..",0
1fb1670192,grrrr youtube wont let me watch the  chat again,0
8e1cdb6224,Happy Mommy`s Dad Mommy  watching the football  Yay The Eagles Are WINNINGGGGG  they better keep it up *sigh!,1
61ce1c40e5,  Well I was following you because I think your interesting ... and I was right,1
2e277c6d53, Love to but can`t swing the 11 am  I would more than likely do an evening tweetup in the future!,1
cac9188d1d,made $30 tonight watching 2 little kids swim and watch a movie!!! haha i love babysitting haha,1
bbcc8b1827,  Happy Monday!!  Hope you have a great week!,1
a9edef474b,"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",0
210b5fd002, awww. rusks are good for tummy aches though :p try fennel or camomile tea  works. or obviously try ...,1
961e6af49c,"don`t think that went well, was only in there for 15 mins",0
2c3cc7417a,In hysterics at Yaas` email <3 Am writing a speech for Speakers` and doing Food Technology...**** it`s good to be off school on a Monday,1
8387eb06e8,Getting anxious for Blink- 182`s new album!,0
5a155e7fe6,"Can`t seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours...",0
325d215858,lost my keys at the mall... took me 45 mins to find them,0
c5b351874d, did you not think of texting me that!? I`ve just read it now lol! Figured out the html on my own.,1
30fb85c542, After I water the plants I am headed to the farm. Don`t have any popcorn for the goats   Katnip is looking good under saddle,1
f6c32db7c1, Congrats Hughesy to you and Holly on the safe arrival of Rafferty David Hughes! Hope all is well  xoxo,1
776a4bd5ec,"  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!",1
540fd43bae,"Just noticed the new sidebar on twitter.com, looks nice",1
5bb9323431,working my **** off and I am completely happy,1
d8777297fd,"My goodness! Another hit, another run!!!",1
60737ae5c4,Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John,1
7c1f28b126,  yer it is...poor little ****  but she well doesnt deserve the stick off everyone! cowell once again going against producer,0
2632db8d87, ohhh ok. thats upsetting  sorry for wasting your time. ****,0
557e676fe4, I miss my neice  can`t wait to see her bad n grown ****! Lol,0
245255b009,Has research guilt as I spent the day feeling sorry for myself with a cold.... will need to spend significant time coding this weekend,0
f3a9b9a3f8,this week has been fun...i hope next week will be even better  NYC in 19 days,1
668df84968,he`s outta the ofc til Monday ::GRAND:: kinda bummed me out but b/c I was genuinely sick there`s nuthin I can do about it  -->,0
5eb5c6cc2c, won`t anyone give poor ernie reyes jr a break?,0
b5e6c1f21f, I`m the heir to the over draft,0
5db4f576b6,My last day with my favorite teacher.....im quite sad,0
05897ff7fd,It wasn`t a good day ..,0
bd5405bb27,...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol,0
4436f29e11, everything is your fault moxy...everything.   x,0
b244cf82f7, Go girl!! Start your day out right...gotta love that!,1
4ec6e9138b,Sitting in traffic while my car gets rained on. Just washed it on Sunday. Doesn`t the weather know this is California?,0
0d5d742d4d,_ftw awh i`m sorry  i`m probably going to do the same thing haha.,0
2fe4f05a35,_louise  bless ya... I know that feeling all too well!,1
48ad683dd2,Happy Mother`s Day to Us  FOR NOT BEIN MAMMAS YET and being lucky enough to live our lives a little 1st,1
